flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-12-31,14,13
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-12-31,14,13
Cookies and Cream,Vanilla ice cream with Oreo sandwich cookie pieces.,2023-12-31,14,13
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-12-31,14,13
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-12-31,14,13
Sweet Potato Crisp,Our classic NC sweet potato ice cream with homemade streusel mixed in.,2023-12-31,14,13
Santa's Milk and Cookies,A sweet cream ice cream base with pieces of brown butter chocolate chip cookies and sugar cookies.,2023-12-31,14,13
Gingerbread,A spiced molasses ice cream base with lots of gingerbread cake pieces mixed in.,2023-12-31,14,13
White Chocolate Peppermint Bark,A peppermint ice cream base with lots of white chocolate peppermint bark pieces mixed in.,2023-12-31,14,13
Eggnog,"This flavor inspired by the holiday classic is made with eggnog, bourbon, and nutmeg.",2023-12-31,14,13
Vegan Peppermint Brownie (Vegan),Mint ice cream with pieces of peppermint brownies mixed in. *Vegan brownies contain gluten and almond flour,2023-12-31,14,13
Orange Yuzu Sorbet (Vegan),Made with Mandarin puree and Japanese Yuzu juice.,2023-12-31,14,13
Almond Mirth (Vegan),Toasted coconut ice cream with toasted chopped almonds and chocolate flake.,2023-12-31,14,13
