flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-07-23,14,14
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-07-23,14,14
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2023-07-23,14,14
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-07-23,14,14
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-07-23,14,14
Peach,Made with fresh South Carolina peaches.,2023-07-23,14,14
Saigon Cinnamon,Made with…Saigon cinnamon!,2023-07-23,14,14
Blueberry Honey Lavender,"Made with lavender water, wildflower honey, and blueberries from our pals at Bahama Bluebs!",2023-07-23,14,14
Salty Malty Vanilla,Just exactly what it sounds like. Malt powder and sea salt in our vanilla base.,2023-07-23,14,14
Blackberry,Made with 100% NC blackberries.,2023-07-23,14,14
Mexican Chocolate (Vegan),"Our (coconut-based) vegan chocolate flavor, with ancho chile, cinnamon, and cayenne pepper.",2023-07-23,14,14
Watermelon Lime Sorbet (Vegan),It’s made with watermelon…and lime,2023-07-23,14,14
Vegan Chai (Vegan),NA,2023-07-23,14,14
